file,n_eval,thr,win,hyst,blink_frames,tp,fp,fn,tn,accuracy,precision,recall,f1
session_20251006_025258.csv,5105,0.30000000000000016,7,9,5,2155,1863,844,243,0.46973555337904016,0.5363364858138377,0.7185728576192064,0.6142226022516745
