file,n_eval,accuracy,precision,recall,f1
session_20251006_025258.csv,3173,0.6344551816061312,0.41788617886178864,0.5743016759776536,0.48376470588235293
session_20251006_025024.csv,1092,0.0,0.0,0.0,0.0
