timestamp,frame_idx,ear,pred_label,true_label,is_closed,perclos,blinks,fps
1759693980.136,0,0.24204,open,,0,0.00000,0,0.00
1759693980.157,1,0.24201,open,,0,0.00000,0,0.00
1759693980.217,2,0.24517,open,,0,0.00000,0,0.00
1759693980.266,3,0.24436,open,,0,0.00000,0,0.00
1759693980.313,4,0.24536,open,,0,0.00000,0,0.00
1759693980.361,5,0.24832,open,,0,0.00000,0,0.00
1759693980.410,6,0.25331,open,,0,0.00000,0,0.00
1759693980.457,7,0.25601,open,,0,0.00000,0,0.00
1759693980.506,8,0.26356,open,,0,0.00000,0,0.00
1759693980.569,9,0.26757,open,,0,0.00000,0,0.00
1759693980.617,10,0.27126,open,,0,0.00000,0,0.00
1759693980.665,11,0.27088,open,,0,0.00000,0,0.00
1759693980.714,12,0.27027,open,,0,0.00000,0,0.00
1759693980.772,13,0.26725,open,,0,0.00000,0,0.00
1759693980.810,14,0.26592,open,,0,0.00000,0,0.00
1759693980.858,15,0.26310,open,,0,0.00000,0,0.00
1759693980.922,16,0.26423,open,,0,0.00000,0,0.00
1759693980.970,17,0.26561,open,,0,0.00000,0,0.00
1759693981.017,18,0.26666,open,,0,0.00000,0,18.35
1759693981.066,19,0.26769,open,,0,0.00000,0,18.35
1759693981.114,20,0.26810,open,,0,0.00000,0,18.35
1759693981.162,21,0.26477,open,,0,0.00000,0,18.35
1759693981.225,22,0.26174,open,,0,0.00000,0,18.35
1759693981.274,23,0.25919,open,,0,0.00000,0,18.35
1759693981.321,24,0.25775,open,,0,0.00000,0,18.35
1759693981.369,25,0.25798,open,,0,0.00000,0,18.35
1759693981.417,26,0.25927,open,,0,0.00000,0,18.35
1759693981.465,27,0.26110,open,,0,0.00000,0,18.35
1759693981.514,28,0.26415,open,,0,0.00000,0,18.35
1759693981.577,29,0.26744,open,,0,0.00000,0,18.35
1759693981.625,30,0.26934,open,,0,0.00000,0,18.35
1759693981.673,31,0.27187,open,,0,0.00000,0,18.35
1759693981.722,32,0.27431,open,,0,0.00000,0,18.35
1759693981.770,33,0.27205,open,,0,0.00000,0,18.35
1759693981.818,34,0.27079,open,,0,0.00000,0,18.35
1759693981.882,35,0.27001,open,,0,0.00000,0,18.35
1759693981.929,36,0.26795,open,,0,0.00000,0,18.35
1759693981.977,37,0.26630,open,,0,0.00000,0,18.35
1759693982.025,38,0.26732,open,,0,0.00000,0,19.83
1759693982.073,39,0.26626,open,,0,0.00000,0,19.83
1759693982.121,40,0.26537,open,,0,0.00000,0,19.83
1759693982.169,41,0.26580,open,,0,0.00000,0,19.83
1759693982.233,42,0.26580,open,,0,0.00000,0,19.83
1759693982.282,43,0.26611,open,,0,0.00000,0,19.83
1759693982.329,44,0.26675,open,,0,0.00000,0,19.83
1759693982.376,45,0.26762,open,,0,0.00000,0,19.83
1759693982.426,46,0.26855,open,,0,0.00000,0,19.83
1759693982.474,47,0.26975,open,,0,0.00000,0,19.83
1759693982.521,48,0.27165,open,,0,0.00000,0,19.83
1759693982.585,49,0.27202,open,,0,0.00000,0,19.83
1759693982.633,50,0.27358,open,,0,0.00000,0,19.83
1759693982.682,51,0.27468,open,,0,0.00000,0,19.83
1759693982.730,52,0.27451,open,,0,0.00000,0,19.83
1759693982.777,53,0.27413,open,,0,0.00000,0,19.83
1759693982.826,54,0.27462,open,,0,0.00000,0,19.83
1759693982.890,55,0.27372,open,,0,0.00000,0,19.83
1759693982.936,56,0.27402,open,,0,0.00000,0,19.83
1759693982.986,57,0.27437,open,,0,0.00000,0,19.83
1759693983.033,58,0.27368,open,,0,0.00000,0,19.84
1759693983.081,59,0.27261,open,,0,0.00000,0,19.84
1759693983.129,60,0.27138,open,,0,0.00000,0,19.84
1759693983.178,61,0.26864,open,,0,0.00000,0,19.84
1759693983.241,62,0.26684,open,,0,0.00000,0,19.84
1759693983.290,63,0.26523,open,,0,0.00000,0,19.84
1759693983.337,64,0.26469,open,,0,0.00000,0,19.84
1759693983.385,65,0.26415,open,,0,0.00000,0,19.84
1759693983.433,66,0.26431,open,,0,0.00000,0,19.84
1759693983.481,67,0.26502,open,,0,0.00000,0,19.84
1759693983.545,68,0.26551,open,,0,0.00000,0,19.84
1759693983.593,69,0.26610,open,,0,0.00000,0,19.84
1759693983.641,70,0.26719,open,,0,0.00000,0,19.84
1759693983.689,71,0.26601,open,,0,0.00000,0,19.84
1759693983.737,72,0.26587,open,,0,0.00000,0,19.84
1759693983.785,73,0.26573,open,,0,0.00000,0,19.84
1759693983.834,74,0.26475,open,,0,0.00000,0,19.84
1759693983.898,75,0.26147,open,,0,0.00000,0,19.84
1759693983.946,76,0.26244,open,,0,0.00000,0,19.84
1759693983.994,77,0.26247,open,,0,0.00000,0,19.84
1759693984.043,78,0.26106,open,,0,0.00000,0,19.82
1759693984.091,79,0.26103,open,,0,0.00000,0,19.82
1759693984.138,80,0.26441,open,,0,0.00000,0,19.82
1759693984.187,81,0.27200,open,,0,0.00000,0,19.82
1759693984.251,82,0.27705,open,,0,0.00000,0,19.82
1759693984.298,83,0.28558,open,,0,0.00000,0,19.82
1759693984.346,84,0.29196,open,,0,0.00000,0,19.82
1759693984.394,85,0.29651,open,,0,0.00000,0,19.82
1759693984.442,86,0.29457,open,,0,0.00000,0,19.82
1759693984.490,87,0.28841,open,,0,0.00000,0,19.82
1759693984.555,88,0.27654,open,,0,0.00000,0,19.82
1759693984.602,89,0.26218,open,,0,0.00000,0,19.82
1759693984.651,90,0.24887,open,,0,0.00000,0,19.82
1759693984.698,91,0.23622,open,,0,0.00000,0,19.82
1759693984.747,92,0.22848,open,,0,0.00000,0,19.82
