timestamp,frame_idx,ear,pred_label,true_label,is_closed,perclos,blinks,fps
1759694758.475,152,0.26340,open,,0,0.09804,1,18.85
1759694758.523,153,0.26409,open,,0,0.09740,1,18.85
1759694758.572,154,0.26310,open,,0,0.09677,1,18.85
1759694758.619,155,0.26588,open,,0,0.09615,1,18.85
1759694758.667,156,0.26885,open,,0,0.09554,1,18.85
1759694758.716,157,0.27240,open,,0,0.09494,1,18.85
1759694758.763,158,0.27499,open,,0,0.09434,1,18.85
1759694758.827,159,0.27815,open,,0,0.09375,1,18.85
1759694758.875,160,0.28257,open,,0,0.09317,1,18.85
1759694758.923,161,0.28878,open,,0,0.09259,1,18.85
1759694758.971,162,0.28842,open,,0,0.09202,1,18.85
1759694759.019,163,0.29166,open,,0,0.09146,1,18.85
1759694759.067,164,0.29262,open,,0,0.09091,1,18.85
1759694759.132,165,0.28721,open,,0,0.09036,1,18.85
1759694759.179,166,0.26377,open,,0,0.08982,1,18.85
1759694759.227,167,0.25100,open,,0,0.08929,1,18.85
1759694759.275,168,0.24088,open,,0,0.08876,1,18.85
1759694759.324,169,0.23715,open,,0,0.08824,1,18.85
1759694759.371,170,0.23035,open,,0,0.08772,1,18.85
1759694759.419,171,0.22876,open,,0,0.08721,1,18.85
1759694759.482,172,0.23430,open,,0,0.08671,1,18.85
1759694759.530,173,0.25803,open,,0,0.08621,1,18.85
1759694759.579,174,0.26881,open,,0,0.08571,1,18.85
1759694759.626,175,0.27586,open,,0,0.08523,1,19.86
1759694759.675,176,0.28155,open,,0,0.08475,1,19.86
1759694759.723,177,0.28729,open,,0,0.08427,1,19.86
1759694759.771,178,0.28893,open,,0,0.08380,1,19.86
1759694759.835,179,0.29075,open,,0,0.08333,1,19.86
1759694759.883,180,0.29147,open,,0,0.08287,1,19.86
1759694759.965,181,0.29004,open,,0,0.08242,1,19.86
1759694759.979,182,0.28752,open,,0,0.08197,1,19.86
1759694760.026,183,0.28451,open,,0,0.08152,1,19.86
1759694760.076,184,0.28255,open,,0,0.08108,1,19.86
1759694760.139,185,0.27974,open,,0,0.08065,1,19.86
1759694760.187,186,0.27752,open,,0,0.08021,1,19.86
1759694760.234,187,0.27412,open,,0,0.07979,1,19.86
1759694760.283,188,0.27215,open,,0,0.07937,1,19.86
1759694760.331,189,0.27270,open,,0,0.07895,1,19.86
1759694760.378,190,0.27240,open,,0,0.07853,1,19.86
1759694760.427,191,0.27198,open,,0,0.07812,1,19.86
1759694760.491,192,0.27323,open,,0,0.07772,1,19.86
1759694760.538,193,0.27345,open,,0,0.07732,1,19.86
1759694760.587,194,0.27318,open,,0,0.07692,1,19.86
1759694760.636,195,0.27394,open,,0,0.07653,1,19.82
1759694760.683,196,0.27297,open,,0,0.07614,1,19.82
1759694760.731,197,0.27050,open,,0,0.07576,1,19.82
1759694760.795,198,0.26819,open,,0,0.07538,1,19.82
1759694760.843,199,0.26749,open,,0,0.07500,1,19.82
1759694760.891,200,0.26422,open,,0,0.07463,1,19.82
1759694760.939,201,0.26304,open,,0,0.07426,1,19.82
1759694760.987,202,0.26225,open,,0,0.07389,1,19.82
1759694771.132,203,0.23512,open,,0,0.07353,1,0.76
1759694771.180,204,0.20927,open,,0,0.07317,1,0.76
1759694771.227,205,0.18246,open,,0,0.07282,1,0.76
1759694771.276,206,0.15322,open,,0,0.07246,1,0.76
1759694771.323,207,0.12531,open,,0,0.07212,1,0.76
1759694771.372,208,0.09643,open,,0,0.07177,1,0.76
1759694771.420,209,0.06723,open,,0,0.07143,1,0.76
1759694771.483,210,0.06414,closed,,1,0.07583,1,0.76
1759694771.532,211,0.06077,closed,,1,0.08019,1,0.76
1759694771.579,212,0.05696,closed,,1,0.08451,1,0.76
1759694771.627,213,0.05399,closed,,1,0.08879,1,0.76
1759694771.675,214,0.05172,closed,,1,0.09302,1,0.76
1759694771.723,215,0.05051,closed,,1,0.09722,1,0.76
1759694771.788,216,0.05052,closed,,1,0.10138,1,0.76
1759694771.835,217,0.05100,closed,,1,0.10550,1,0.76
1759694771.884,218,0.05137,closed,,1,0.10959,1,0.76
1759694771.930,219,0.05219,closed,,1,0.11364,1,0.76
1759694771.980,220,0.06184,closed,,1,0.11765,1,0.76
1759694772.028,221,0.07994,closed,,1,0.12162,1,0.76
1759694772.075,222,0.10171,closed,,1,0.12556,1,0.76
1759694772.139,223,0.12696,closed,,1,0.12946,1,19.86
1759694772.187,224,0.15271,closed,,1,0.13333,1,19.86
1759694772.236,225,0.17960,closed,,1,0.13717,1,19.86
1759694772.284,226,0.20675,closed,,1,0.14097,1,19.86
1759694772.331,227,0.22452,open,,0,0.14035,2,19.86
1759694772.379,228,0.23479,open,,0,0.13974,2,19.86
1759694772.429,229,0.24063,open,,0,0.13913,2,19.86
1759694772.491,230,0.24298,open,,0,0.13853,2,19.86
1759694772.539,231,0.24412,open,,0,0.13793,2,19.86
1759694772.587,232,0.24479,open,,0,0.13734,2,19.86
1759694772.635,233,0.24545,open,,0,0.13675,2,19.86
1759694772.684,234,0.24715,open,,0,0.13617,2,19.86
1759694772.732,235,0.24879,open,,0,0.13559,2,19.86
1759694772.795,236,0.24994,open,,0,0.13502,2,19.86
1759694772.844,237,0.25007,open,,0,0.13445,2,19.86
1759694772.892,238,0.25120,open,,0,0.13389,2,19.86
1759694772.939,239,0.25263,open,,0,0.13333,2,19.86
1759694772.987,240,0.25409,open,,0,0.13278,2,19.86
1759694773.036,241,0.25342,open,,0,0.13223,2,19.86
1759694773.084,242,0.25337,open,,0,0.13169,2,19.86
1759694773.147,243,0.25339,open,,0,0.13115,2,19.85
1759694773.196,244,0.25297,open,,0,0.13061,2,19.85
1759694773.244,245,0.25307,open,,0,0.13008,2,19.85
1759694773.291,246,0.25293,open,,0,0.12955,2,19.85
1759694773.339,247,0.25376,open,,0,0.12903,2,19.85
1759694773.388,248,0.25567,open,,0,0.12851,2,19.85
1759694773.436,249,0.25560,open,,0,0.12800,2,19.85
1759694773.499,250,0.25600,open,,0,0.12749,2,19.85
1759694773.547,251,0.25754,open,,0,0.12698,2,19.85
1759694773.596,252,0.25863,open,,0,0.12648,2,19.85
1759694773.644,253,0.25902,open,,0,0.12598,2,19.85
1759694773.692,254,0.25867,open,,0,0.12549,2,19.85
1759694773.739,255,0.25932,open,,0,0.12500,2,19.85
1759694773.803,256,0.26071,open,,0,0.12451,2,19.85
1759694773.852,257,0.26291,open,,0,0.12403,2,19.85
1759694773.899,258,0.26438,open,,0,0.12355,2,19.85
1759694773.948,259,0.26468,open,,0,0.12308,2,19.85
1759694773.996,260,0.26693,open,,0,0.12261,2,19.85
1759694774.044,261,0.26826,open,,0,0.12214,2,19.85
1759694774.091,262,0.26820,open,,0,0.12167,2,19.85
1759694774.154,263,0.27004,open,,0,0.12121,2,19.85
1759694774.203,264,0.26984,open,,0,0.12075,2,19.85
1759694774.252,265,0.27002,open,,0,0.12030,2,19.85
1759694774.299,266,0.27174,open,,0,0.11985,2,19.85
1759694774.348,267,0.27145,open,,0,0.11940,2,19.85
1759694774.395,268,0.25726,open,,0,0.11896,2,19.85
1759694774.459,269,0.23082,open,,0,0.11852,2,19.85
1759694774.507,270,0.20084,open,,0,0.11808,2,19.85
1759694774.555,271,0.18887,open,,0,0.11765,2,19.85
1759694774.603,272,0.18661,open,,0,0.11722,2,19.85
1759694774.651,273,0.18483,open,,0,0.11679,2,19.85
1759694774.699,274,0.18487,open,,0,0.11636,2,19.85
1759694774.748,275,0.20039,open,,0,0.11594,2,19.85
1759694774.811,276,0.22968,open,,0,0.11552,2,19.85
1759694774.859,277,0.26075,open,,0,0.11511,2,19.85
1759694774.907,278,0.27483,open,,0,0.11470,2,19.85
1759694774.955,279,0.27881,open,,0,0.11429,2,19.85
1759694775.003,280,0.28195,open,,0,0.11388,2,19.85
1759694775.051,281,0.28349,open,,0,0.11348,2,19.85
1759694775.100,282,0.28458,open,,0,0.11307,2,19.85
1759694775.164,283,0.28562,open,,0,0.11268,2,19.82
1759694775.211,284,0.28454,open,,0,0.11228,2,19.82
1759694775.259,285,0.28267,open,,0,0.11189,2,19.82
1759694775.307,286,0.28217,open,,0,0.11150,2,19.82
1759694775.355,287,0.28177,open,,0,0.11111,2,19.82
1759694775.403,288,0.27951,open,,0,0.11073,2,19.82
1759694775.467,289,0.27237,open,,0,0.11034,2,19.82
1759694775.515,290,0.26407,open,,0,0.10997,2,19.82
1759694775.563,291,0.25555,open,,0,0.10959,2,19.82
1759694775.611,292,0.24710,open,,0,0.10922,2,19.82
1759694775.659,293,0.23795,open,,0,0.10884,2,19.82
1759694775.706,294,0.22563,open,,0,0.10847,2,19.82
1759694775.754,295,0.22092,open,,0,0.10811,2,19.82
1759694775.818,296,0.22505,open,,0,0.10774,2,19.82
1759694775.867,297,0.23338,open,,0,0.10738,2,19.82
1759694775.914,298,0.24340,open,,0,0.10702,2,19.82
1759694775.962,299,0.25650,open,,0,0.10667,2,19.82
1759694776.011,300,0.27070,open,,0,0.10631,2,19.82
1759694776.059,301,0.28693,open,,0,0.10596,2,19.82
1759694776.122,302,0.29633,open,,0,0.10561,2,19.82
1759694776.170,303,0.30041,open,,0,0.10526,2,19.87
1759694776.219,304,0.30114,open,,0,0.10492,2,19.87
1759694776.266,305,0.30186,open,,0,0.10458,2,19.87
1759694776.315,306,0.29999,open,,0,0.10423,2,19.87
1759694776.363,307,0.29630,open,,0,0.10390,2,19.87
1759694776.411,308,0.29125,open,,0,0.10356,2,19.87
1759694776.475,309,0.28669,open,,0,0.10323,2,19.87
1759694776.523,310,0.28276,open,,0,0.10289,2,19.87
1759694776.571,311,0.27866,open,,0,0.10256,2,19.87
1759694776.619,312,0.27218,open,,0,0.10224,2,19.87
1759694776.667,313,0.26476,open,,0,0.10191,2,19.87
1759694776.714,314,0.25634,open,,0,0.10159,2,19.87
1759694776.763,315,0.25051,open,,0,0.10127,2,19.87
1759694776.826,316,0.24940,open,,0,0.10095,2,19.87
1759694776.875,317,0.24764,open,,0,0.10063,2,19.87
1759694776.924,318,0.24556,open,,0,0.10031,2,19.87
1759694776.971,319,0.24745,open,,0,0.10000,2,19.87
1759694777.019,320,0.25226,open,,0,0.09969,2,19.87
1759694777.068,321,0.25691,open,,0,0.09938,2,19.87
1759694777.130,322,0.26069,open,,0,0.09907,2,19.87
1759694777.178,323,0.26085,open,,0,0.09877,2,19.84
1759694777.227,324,0.26093,open,,0,0.09846,2,19.84
1759694777.275,325,0.26219,open,,0,0.09816,2,19.84
1759694777.323,326,0.26159,open,,0,0.09786,2,19.84
1759694777.372,327,0.25908,open,,0,0.09756,2,19.84
1759694777.419,328,0.25930,open,,0,0.09726,2,19.84
1759694777.483,329,0.25922,open,,0,0.09697,2,19.84
1759694777.532,330,0.25805,open,,0,0.09668,2,19.84
1759694777.580,331,0.25757,open,,0,0.09639,2,19.84
1759694777.629,332,0.25646,open,,0,0.09610,2,19.84
1759694777.676,333,0.25154,open,,0,0.09581,2,19.84
1759694777.723,334,0.24565,open,,0,0.09552,2,19.84
1759694777.786,335,0.23488,open,,0,0.09524,2,19.84
1759694777.835,336,0.22134,open,,0,0.09496,2,19.84
1759694777.883,337,0.20693,open,,0,0.09467,2,19.84
1759694777.931,338,0.19466,open,,0,0.09440,2,19.84
1759694777.979,339,0.18258,open,,0,0.09412,2,19.84
1759694778.028,340,0.17129,open,,0,0.09384,2,19.84
1759694778.075,341,0.16222,open,,0,0.09357,2,19.84
1759694778.138,342,0.15673,open,,0,0.09329,2,19.84
1759694778.188,343,0.15423,open,,0,0.09302,2,19.81
1759694778.236,344,0.15148,open,,0,0.09275,2,19.81
1759694778.283,345,0.14727,open,,0,0.09249,2,19.81
1759694778.331,346,0.14329,open,,0,0.09222,2,19.81
1759694778.380,347,0.14193,open,,0,0.09195,2,19.81
1759694778.427,348,0.13895,open,,0,0.09169,2,19.81
1759694778.491,349,0.13315,open,,0,0.09143,2,19.81
1759694778.539,350,0.12817,open,,0,0.09117,2,19.81
1759694778.587,351,0.12406,open,,0,0.09091,2,19.81
1759694778.635,352,0.11947,closed,,1,0.09348,2,19.81
1759694778.683,353,0.11244,closed,,1,0.09605,2,19.81
1759694778.732,354,0.10412,closed,,1,0.09859,2,19.81
1759694778.796,355,0.09491,closed,,1,0.10112,2,19.81
1759694778.842,356,0.08703,closed,,1,0.10364,2,19.81
1759694778.892,357,0.08185,closed,,1,0.10615,2,19.81
1759694778.938,358,0.07607,closed,,1,0.10864,2,19.81
1759694778.986,359,0.06800,closed,,1,0.11111,2,19.81
1759694779.035,360,0.06114,closed,,1,0.11357,2,19.81
1759694779.083,361,0.05734,closed,,1,0.11602,2,19.81
1759694779.147,362,0.05392,closed,,1,0.11846,2,19.81
1759694779.195,363,0.05233,closed,,1,0.12088,2,19.86
1759694779.242,364,0.04955,closed,,1,0.12329,2,19.86
1759694779.291,365,0.04699,closed,,1,0.12568,2,19.86
1759694779.338,366,0.04712,closed,,1,0.12807,2,19.86
1759694779.386,367,0.04834,closed,,1,0.13043,2,19.86
1759694779.452,368,0.04926,closed,,1,0.13279,2,19.86
1759694779.500,369,0.05144,closed,,1,0.13514,2,19.86
1759694779.548,370,0.05207,closed,,1,0.13747,2,19.86
1759694779.595,371,0.05380,closed,closed,1,0.13978,2,19.86
1759694779.643,372,0.05661,closed,closed,1,0.14209,2,19.86
1759694779.691,373,0.05721,closed,closed,1,0.14439,2,19.86
1759694779.740,374,0.05975,closed,closed,1,0.14667,2,19.86
1759694779.804,375,0.06019,closed,closed,1,0.14894,2,19.86
1759694779.851,376,0.06151,closed,closed,1,0.15119,2,19.86
1759694779.899,377,0.06426,closed,closed,1,0.15344,2,19.86
1759694779.947,378,0.06438,closed,closed,1,0.15567,2,19.86
1759694779.996,379,0.06384,closed,closed,1,0.15789,2,19.86
1759694780.043,380,0.06637,closed,closed,1,0.16010,2,19.86
1759694780.091,381,0.08845,closed,closed,1,0.16230,2,19.86
1759694780.155,382,0.12128,closed,closed,1,0.16449,2,19.86
1759694780.203,383,0.15864,closed,closed,1,0.16667,2,19.84
1759694780.251,384,0.19917,closed,closed,1,0.16883,2,19.84
1759694780.300,385,0.23921,closed,closed,1,0.17098,2,19.84
1759694780.347,386,0.27940,open,closed,0,0.17054,3,19.84
1759694780.394,387,0.31799,open,closed,0,0.17010,3,19.84
1759694780.459,388,0.33484,open,closed,0,0.16967,3,19.84
1759694780.508,389,0.34142,open,closed,0,0.16923,3,19.84
1759694780.555,390,0.34214,open,closed,0,0.16880,3,19.84
1759694780.603,391,0.33418,open,closed,0,0.16837,3,19.84
1759694780.651,392,0.32429,open,closed,0,0.16794,3,19.84
1759694780.699,393,0.31461,open,closed,0,0.16751,3,19.84
1759694780.747,394,0.30357,open,closed,0,0.16709,3,19.84
1759694780.812,395,0.29243,open,closed,0,0.16667,3,19.84
1759694780.860,396,0.28174,open,closed,0,0.16625,3,19.84
1759694780.908,397,0.27023,open,closed,0,0.16583,3,19.84
1759694780.956,398,0.26493,open,closed,0,0.16541,3,19.84
1759694781.004,399,0.26249,open,closed,0,0.16500,3,19.84
1759694781.051,400,0.25994,open,open,0,0.16459,3,19.84
1759694781.116,401,0.26025,open,open,0,0.16418,3,19.84
1759694781.163,402,0.25866,open,open,0,0.16377,3,19.84
1759694781.212,403,0.25913,open,open,0,0.16337,3,19.83
1759694781.259,404,0.26079,open,open,0,0.16296,3,19.83
1759694781.308,405,0.26093,open,open,0,0.16256,3,19.83
1759694781.356,406,0.26066,open,open,0,0.16216,3,19.83
1759694781.405,407,0.26026,open,open,0,0.16176,3,19.83
1759694781.467,408,0.25820,open,open,0,0.16137,3,19.83
1759694781.517,409,0.25722,open,open,0,0.16098,3,19.83
1759694781.564,410,0.25507,open,open,0,0.16058,3,19.83
1759694781.612,411,0.25223,open,open,0,0.16019,3,19.83
1759694781.660,412,0.25082,open,open,0,0.15981,3,19.83
1759694781.709,413,0.24721,open,open,0,0.15942,3,19.83
1759694781.755,414,0.24466,open,open,0,0.15904,3,19.83
1759694781.820,415,0.24204,open,open,0,0.15865,3,19.83
1759694781.868,416,0.24034,open,open,0,0.15827,3,19.83
1759694781.915,417,0.23775,open,open,0,0.15789,3,19.83
1759694781.963,418,0.23633,open,open,0,0.15752,3,19.83
1759694782.012,419,0.23413,open,open,0,0.15714,3,19.83
1759694782.060,420,0.23405,open,open,0,0.15677,3,19.83
1759694782.123,421,0.23425,open,open,0,0.15640,3,19.83
1759694782.172,422,0.23500,open,open,0,0.15603,3,19.83
1759694782.220,423,0.23612,open,open,0,0.15566,3,19.84
1759694782.268,424,0.23740,open,open,0,0.15529,3,19.84
1759694782.316,425,0.23873,open,open,0,0.15493,3,19.84
1759694782.363,426,0.24187,open,open,0,0.15457,3,19.84
1759694782.411,427,0.24438,open,open,0,0.15421,3,19.84
1759694782.475,428,0.24638,open,open,0,0.15385,3,19.84
1759694782.524,429,0.24949,open,open,0,0.15349,3,19.84
1759694782.571,430,0.24919,open,open,0,0.15313,3,19.84
1759694782.619,431,0.22914,open,open,0,0.15278,3,19.84
1759694782.667,432,0.20458,open,open,0,0.15242,3,19.84
1759694782.715,433,0.17923,open,open,0,0.15207,3,19.84
1759694782.779,434,0.15280,open,open,0,0.15172,3,19.84
1759694782.826,435,0.12545,open,open,0,0.15138,3,19.84
1759694782.876,436,0.09622,open,open,0,0.15103,3,19.84
1759694782.924,437,0.07007,open,open,0,0.15068,3,19.84
1759694782.971,438,0.06396,closed,open,1,0.15262,3,19.84
1759694783.018,439,0.06229,closed,closed,1,0.15455,3,19.84
1759694783.068,440,0.06001,closed,closed,1,0.15646,3,19.84
1759694783.131,441,0.05873,closed,closed,1,0.15837,3,19.84
1759694783.178,442,0.05859,closed,closed,1,0.16027,3,19.84
1759694783.226,443,0.05854,closed,closed,1,0.16216,3,19.87
1759694783.275,444,0.05894,closed,closed,1,0.16404,3,19.87
1759694783.324,445,0.05837,closed,closed,1,0.16592,3,19.87
1759694783.371,446,0.05735,closed,closed,1,0.16779,3,19.87
1759694783.420,447,0.05679,closed,closed,1,0.16964,3,19.87
1759694783.483,448,0.05675,closed,closed,1,0.17149,3,19.87
1759694783.531,449,0.05598,closed,closed,1,0.17333,3,19.87
1759694783.579,450,0.05643,closed,closed,1,0.17517,3,19.87
1759694783.628,451,0.06488,closed,closed,1,0.17699,3,19.87
1759694783.675,452,0.08787,closed,closed,1,0.17881,3,19.87
1759694783.723,453,0.11511,closed,closed,1,0.18062,3,19.87
1759694783.787,454,0.14405,closed,closed,1,0.18242,3,19.87
1759694783.836,455,0.17395,closed,closed,1,0.18421,3,19.87
